FRNM_NM,RN_ADDR,OPR_TIME_INFO,RPRS_TELNO,HMPG_URL,LA_VLUE,LO_VLUE
정왕약국,경기 시흥시 옥구상가2길 3 정왕약국,월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 20:00 | 일 12:00 - 20:00,031-319-4636,,37.35368347,126.7244186
영미약국,경기 용인시 처인구 금령로 73,수 09:00 - 18:30 | 목 09:00 - 19:00 | 금 09:00 - 20:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 20:00,031-335-2025,,37.23522568,127.2043915
코끼리약국,경기도 용인시 처인구 모현읍 외대로 42,월 08:30 - 19:00 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 16:00 | 일 정보없음,031-333-5060,,37.33716965,127.2501297
백암약국,경기 용인시 처인구 백암면 백암로 214 백암약국,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 17:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-334-1406,,37.16550827,127.3742981
베드로약국,경기 용인시 처인구 고림로 88 1층 102호,"화 08:30 - 22:00 | 수 08:30 - 22:00 | 목 08:30 - 22:00 | 금 08:30 - 22:00 | 토 08:30 - 22:00 | 일(10/20) 정기휴무 (매달 1, 3번째 일요일) | 월 08:30 - 22:00",0507-1362-9571,,37.24096298,127.2152328
새하늘약국,경기 군포시 산본로 390 대림타운 107.108호,화 09:00 - 18:30 | 수 09:00 - 18:30 | 목 09:00 - 18:30 | 금 09:00 - 18:30 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:30,0507-1380-1551,,37.36475372,126.9300461
동안약국,경기 안양시 동안구 귀인로 107-1,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-348-9788,,37.38255692,126.9516449
종합약국,경기 화성시 정남면 만년로 463,화 09:00 - 18:50 | 수 09:00 - 18:50 | 목 09:00 - 18:50 | 금 09:00 - 18:50 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:50,031-352-5880,,37.16307449,126.9829407
남양하나약국,경기 화성시 남양읍 남양성지로 143,화 08:45 - 19:15 | 수 08:45 - 19:15 | 목 08:45 - 19:15 | 금 08:45 - 19:15 | 토 08:45 - 14:15 | 일 정기휴무 (매주 일요일) | 월 08:45 - 19:15,0507-1449-2800,https://blog.naver.com/nyhanapharmacy,37.20931244,126.8188248
경기약국,경기도 화성시 남양읍 남양시장로 81,월(9/16) 추석 연휴08:30 - 16:00 | 화(9/17) 추석08:30 - 16:00 | 수(9/18) 추석 연휴08:30 - 16:00 | 목 08:30 - 21:00 | 금 08:30 - 21:00 | 토 08:30 - 19:00 | 일 정보없음,031-356-6152,,37.20989227,126.8181458
유명온누리약국,경기도 화성시 남양읍 남양성지로 139-1,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 20:00 | 일 11:00 - 13:00,031-356-6797,,37.20908356,126.8183975
서울약국,경기도 화성시 송산면 사강로 208,월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일),031-357-1155,,37.21317673,126.7389374
기산약국,경기도 화성시 우정읍 조암서로 1,월(9/16) 추석 연휴09:00 - 17:00 | 화(9/17) 추석09:00 - 17:00 | 수(9/18) 추석 연휴09:00 - 17:00 | 목 07:00 - 19:00 | 금 07:00 - 19:00 | 토 07:30 - 18:00 | 일 09:00 - 18:00,0507-1380-8017,,37.08166504,126.8157349
발안남서약국,경기도 화성시 향남읍 발안남로55번길 27,월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 정보없음,031-366-1716,,37.12998581,126.904953
센타약국,경기도 오산시 성호대로 122 (원동),월(9/16) 추석 연휴11:00 - 19:00 | 화(9/17) 추석11:00 - 19:00 | 수(9/18) 추석 연휴11:00 - 19:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 11:00 - 19:00,031-372-5131,,37.14850616,127.0748062
오산중앙약국,경기도 오산시 성호대로 113 (오산동),월(9/16) 추석 연휴09:00 - 21:00 | 화(9/17) 추석09:00 - 21:00 | 수(9/18) 추석 연휴09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,031-372-5520,,37.148983,127.073967
시범약국,경기도 오산시 오산로 214 (원동),,031-373-3443,,37.14596176,127.0686722
배타민약국,경기 오산시 오산로 241-1 중앙빌딩 1층 배타민약국,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-373-4999,,37.14852524,127.0683136
시장약국,경기 오산시 성호새싹길 33 오산동 시장약국,화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 20:00 | 일 09:00 - 20:00 | 월 09:00 - 20:00,031-373-7780,,37.15192795,127.0701218
성심온누리약국,경기 오산시 성호대로 78,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,0507-1340-2906,,37.14874649,127.0699463
다나약국,경기도 오산시 오산로 70 (갈곶동),월 08:30 - 23:00 | 화 08:30 - 23:00 | 수 08:30 - 23:00 | 목 08:30 - 23:00 | 금 08:30 - 23:00 | 토 08:30 - 23:00 | 일 정보없음,031-374-2878,,37.1329422,127.0692749
파랑새약국,경기 오산시 밀머리로1번길 18 101호,화 08:30 - 17:30 | 수 08:30 - 17:30 | 목 08:30 - 17:30 | 금 08:30 - 17:30 | 토 08:30 - 12:30 | 일 정기휴무 (매주 일요일) | 월 08:30 - 17:30,031-375-8522,,37.14154816,127.07547
오산온누리약국,경기도 오산시 경기대로 271 (오산동),,031-376-1865,,37.14945221,127.0730438
늘푸른온누리약국,경기 오산시 경기대로 155 신한플라자A,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-376-4601,,37.13864517,127.0731125
두레약국,경기 오산시 운암로 91,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 09:00 - 16:00 | 월 09:00 - 20:00 | 화 09:00 - 20:00,0507-1458-8265,,37.15447617,127.0772705
명문약국,경기 오산시 궐리사로 37 거동빌딩,수 09:00 - 20:00 | 13:00 - 14:00 휴게시간 | 목 09:00 - 20:00 | 13:00 - 14:00 휴게시간 | 금 09:00 - 20:00 | 13:00 - 14:00 휴게시간 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 13:00 - 14:00 휴게시간 | 화 09:00 - 20:00 | 13:00 - 14:00 휴게시간,031-378-1646,,37.16036224,127.0566788
명약국,경기 오산시 대원로 3 한솔비뇨기과피부과,월 08:30 - 20:00 | 화 08:30 - 20:00 | 수 08:30 - 20:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 19:30 | 일 정보없음,031-378-6669,,37.14659119,127.0688629
관양우리약국,경기 안양시 동안구 관평로 313 1층 관양우리약국,화 09:00 - 18:00 | 수 09:00 - 13:30 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 18:00,031-381-2221,,37.40420151,126.9571533
웰빙프라자약국,경기 안양시 동안구 평촌대로 131 아카데미센타,수 09:00 - 22:30 | 목 09:00 - 22:30 | 금 09:00 - 22:30 | 토 09:00 - 22:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 22:30 | 화 09:00 - 22:30,031-381-8284,,37.38370514,126.9592896
태경약국,경기 안양시 동안구 흥안대로 396,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 13:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-382-5219,,37.38957214,126.9737854
대원약국,경기 안양시 동안구 귀인로 253 초원아파트,수 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 목 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 금 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 토 09:00 - 13:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 13:00 - 14:00 휴게시간 | 화 09:00 - 19:00 | 13:00 - 14:00 휴게시간,031-385-0078,,37.38767242,126.9666138
평촌태평양약국,경기도 안양시 동안구 평촌대로227번길 50 (호계동),월(9/16) 추석 연휴10:00 - 20:00 | 화(9/17) 추석10:00 - 20:00 | 수(9/18) 추석 연휴10:00 - 20:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 10:00 - 20:00,031-384-2890,,37.3910408,126.9526367
스마일약국,경기도 안양시 동안구 평촌대로 142 (평촌동),월(9/16) 추석 연휴09:00 - 12:00 | 화(9/17) 추석09:00 - 12:00 | 수(9/18) 추석 연휴09:00 - 12:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 17:00 | 일 정보없음,031-387-0560,,37.38499832,126.9598923
평촌열린약국,경기도 안양시 동안구 관평로170번길 33 (관양동),월 08:30 - 19:00 | 화 08:30 - 19:00 | 수 08:30 - 19:00 | 목 08:30 - 19:00 | 금 08:30 - 19:00 | 토 08:30 - 14:00 | 일 정보없음,031-387-5335,,37.39298248,126.9622574
정오약국,경기도 안양시 동안구 관평로 327 (관양동),월 09:00 - 21:30 | 화 09:00 - 21:30 | 수 09:00 - 21:30 | 목 09:00 - 21:30 | 금 09:00 - 21:30 | 토 09:00 - 21:00 | 일 14:00 - 21:00,031-387-7718,,37.40553284,126.9574661
백약국,경기도 안양시 동안구 시민대로 175 (비산동),월 09:00 - 20:30 | 화 09:00 - 20:30 | 수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 18:00 | 일 정보없음,031-388-1902,,37.39134979,126.9504318
은행약국,경기 안양시 동안구 관평로319번길 6 1층 은행약국,수 09:00 - 14:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,0507-1365-1989,,37.40506363,126.9572067
아민약국,경기도 안양시 동안구 시민대로 300 (관양동),월(9/16) 추석 연휴10:00 - 24:00 | 화(9/17) 추석10:00 - 24:00 | 수(9/18) 추석 연휴10:00 - 24:00 | 목 10:00 - 24:00 | 금 10:00 - 24:00 | 토 10:00 - 24:00 | 일 10:00 - 24:00,031-388-5535,,37.39490891,126.9637146
베스트팜약국,경기도 안양시 동안구 귀인로 198 (평촌동),월(9/16) 추석 연휴10:00 - 18:00 | 화(9/17) 추석10:00 - 18:00 | 수(9/18) 추석 연휴10:00 - 18:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 10:00 - 18:00 | 일 10:00 - 18:00,031-388-7879,https://blog.naver.com/bestpharm12,37.38544846,126.9611435
평촌범계약국,경기도 안양시 동안구 시민대로 202 (호계동),월 09:00 - 20:30 | 화 09:00 - 20:30 | 수 09:00 - 20:30 | 목 09:00 - 20:30 | 금 09:00 - 20:30 | 토 09:00 - 17:00 | 일 정보없음,031-388-9561,,37.39147949,126.9534531
온누리이화약국,경기 군포시 번영로 380-1 상가 105호,수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 21:00 | 화 09:00 - 21:00,031-391-0982,,37.34947968,126.9264908
굿모닝온누리약국,경기 군포시 고산로 248 은하프라자,수 09:00 - 19:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:30 | 화 09:00 - 19:30,031-391-8828,,37.34629822,126.94487
메디칼약국,경기도 군포시 군포로 470 (당동),월(9/16) 추석 연휴08:30 - 18:00 | 화(9/17) 추석08:30 - 18:00 | 수(9/18) 추석 연휴08:30 - 18:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 18:00 | 일 정기휴무 (매주 일요일),031-391-9523,,37.34818649,126.9440765
대림약국,경기 군포시 광정로 119-1 117호,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-391-9590,,37.36320877,126.9262085
편한약국,경기도 군포시 번영로 502 (금정동),월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일 정기휴무 (매주 일요일),031-392-3959,,37.35760117,126.9334106
제일건강한약국,경기도 군포시 군포로 747-1 (산본동),,031-394-5757,,37.37183762,126.9427795
김온누리약국,경기도 군포시 광정로 58 (산본동),월 09:00 - 22:00 | 화 09:00 - 22:00 | 수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 22:00 | 일 14:30 - 19:00,031-395-4805,http://onnuripharmacy.uwu.kr,37.35850906,126.9309845
산본종로약국,경기 군포시 고산로 696 101호,화 08:50 - 18:50 | 수 08:50 - 18:50 | 목 08:50 - 18:50 | 금 08:50 - 18:50 | 토 08:30 - 14:00 | 일 정기휴무 (매주 일요일) | 월 08:50 - 18:50,031-395-8011,,37.37176514,126.9357224
새싹약국,경기도 군포시 당동로21번길 4-1 (당동),월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 정보없음 | 일 정보없음,031-397-3020,,37.35091019,126.9440079
산본보룡약국,경기도 군포시 금산로 98 (산본동),월(9/16) 추석 연휴12:00 - 19:00 | 화(9/17) 추석12:00 - 19:00 | 수(9/18) 추석 연휴12:00 - 19:00 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 19:00 | 일 정기휴무 (매주 일요일),031-397-6556,,37.37072372,126.9369659
우리들약국,경기도 군포시 고산로677번길 40 (산본동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정보없음,031-397-6822,,37.37284088,126.9306335
신진약국,경기도 군포시 산본로323번길 13-2 (산본동),매일 09:00 - 22:00 ,031-8068-8999,,37.35887909,126.9327011
대학온누리약국,경기도 군포시 산본로323번길 7-1 (산본동),월 09:00 - 19:00 | 화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 15:00 | 일 정보없음,031-398-1135,,37.35930634,126.9331665
본약국,경기도 군포시 산본로386번길 4-11 (산본동),월(9/16) 추석 연휴10:00 - 15:30 | 화(9/17) 추석10:00 - 15:30 | 수(9/18) 추석 연휴10:00 - 15:30 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 17:00 | 일 정보없음,031-399-2345,,37.36428452,126.9308472
자연온누리약국,경기도 안산시 상록구 예술광장1로 124 (성포동),,031-401-0267,,37.32674789,126.8444748
참좋은약국,경기 안산시 단원구 예술대학로 83 1층 105호 참좋은약국,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 16:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-482-1652,,37.3244133,126.8371353
늘푸른약국,경기 안산시 단원구 와동로 52 . 101호,수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 화 09:00 - 20:00,031-405-4855,,37.33472443,126.8296661
기린약국,경기 안산시 상록구 샘골로 143 청원빌딩,화 08:30 - 19:00 | 13:00 - 14:00 휴게시간 | 수 08:30 - 19:00 | 13:00 - 14:00 휴게시간 | 목 08:30 - 19:00 | 13:00 - 14:00 휴게시간 | 금 08:30 - 19:00 | 13:00 - 14:00 휴게시간 | 토 08:30 - 13:00 | 일 정기휴무 (매주 일요일) | 월 08:30 - 19:00 | 13:00 - 14:00 휴게시간,031-406-2740,,37.29662704,126.8628235
모닝약국,경기 안산시 상록구 본삼로 49 102호,수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 16:00 | 일 09:00 - 16:00 | 월 09:00 - 21:00 | 화 09:00 - 21:00,031-409-1010,,37.30109406,126.8655014
은당약국,"경기도 안산시 상록구 감골2로 11 (사동, 예누림)",월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 정보없음 | 일 정보없음,031-409-5500,,37.29034805,126.8539505
한샘약국,경기도 안산시 상록구 본오로 64 (본오동),월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 정보없음 | 일 정보없음,031-409-5529,,37.29073334,126.8665695
다인온누리약국,경기 안산시 상록구 반석로 79,수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00 | 화 09:00 - 19:00,031-409-7076,https://blog.naver.com/pharmheon,37.29679489,126.8685608
상록백제약국,경기 안산시 상록구 본삼로 51 1층 코너,수 09:00 - 20:20 | 목 09:00 - 19:40 | 금 09:00 - 20:20 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:20 | 화 09:00 - 20:20,0507-1461-7302,,37.30107498,126.8658752
한대큰사랑약국,경기도 안산시 상록구 광덕1로 376 (이동),월(9/16) 추석 연휴09:00 - 01:00 | 화(9/17) 추석09:00 - 01:00 | 수(9/18) 추석 연휴09:00 - 01:00 | 목 09:00 - 01:00 | 금 09:00 - 01:00 | 토 09:00 - 01:00 | 일 22:00 - 01:00 | 20:00 - 22:00 휴게시간 | 20:00 - 22:00 휴게시간 | 14:00 - 22:00 휴게시간 | 20:00 - 22:00 휴게시간 | 20:00 - 22:00 휴게시간 | 20:00 - 22:00 휴게시간,031-409-8844,http://한대큰사랑약국.com,37.30791092,126.8514633
부곡늘푸른약국,경기도 안산시 상록구 시낭북로4길 1 (부곡동),월 09:00 - 22:00 | 화 09:00 - 22:00 | 수 09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 21:00 | 일 정보없음,031-411-6325,,37.33527374,126.8581696
신태평양약국,경기도 안산시 단원구 라성로 43 (원곡동),월(9/16) 추석 연휴09:00 - 21:00 | 화(9/17) 추석09:00 - 21:00 | 수(9/18) 추석 연휴09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 09:00 - 21:00,031-411-8987,,37.32757187,126.8003311
선부라성약국,경기도 안산시 단원구 선부광장1로 62 (선부동),월(9/16) 추석 연휴09:00 - 21:00 | 화(9/17) 추석09:00 - 21:00 | 수(9/18) 추석 연휴09:00 - 21:00 | 목 08:30 - 21:30 | 금 08:30 - 21:30 | 토 08:30 - 21:00 | 일 09:00 - 21:00,031-413-6397,,37.33628464,126.8113022
조아약국,경기도 안산시 단원구 화랑로 43 (원곡동),월(9/16) 추석 연휴08:00 - 20:00 | 화(9/17) 추석08:00 - 20:00 | 수(9/18) 추석 연휴08:00 - 20:00 | 목 08:00 - 20:00 | 금 08:00 - 20:00 | 토 08:00 - 20:00 | 일 08:00 - 20:00,031-494-9998,,37.33065414,126.7965012
그린팜약국,경기 안산시 단원구 당곡2로 23 주공8단지 바상가 122호,수 09:20 - 21:00 | 목 09:20 - 21:00 | 금 09:20 - 21:00 | 토 09:00 - 19:00 | 일 정기휴무 (매주 일요일) | 월 09:20 - 21:00 | 화 09:20 - 21:00,070-4113-7119,,37.32493973,126.8379364
동아온누리약국,경기 안산시 상록구 상록수로 54 대동빌딩 113호 동아온누리약국,화 09:00 - 19:00 | 수 09:00 - 19:00 | 목 09:00 - 19:00 | 금 09:00 - 19:00 | 토 09:00 - 14:00 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:00,031-417-3134,http://blog.naver.com/tak3134,37.30218887,126.8659286
정민약국,경기도 안산시 상록구 부곡로 128 (부곡동),"월(9/16) 추석 연휴10:00 - 19:00 | 화(9/17) 추석10:00 - 19:00 | 수(9/18) 추석 연휴10:00 - 19:00 | 목 08:30 - 20:00 | 금 08:30 - 20:00 | 토 08:30 - 19:00 | 일(9/15) 정기휴무 (매달 1, 3번째 일요일)",031-417-8160,,37.33315659,126.8638077
사랑의약국,경기도 안산시 상록구 안산대학로 108 (일동),월(9/16) 추석 연휴10:00 - 21:00 | 화(9/17) 추석10:00 - 21:00 | 수(9/18) 추석 연휴10:00 - 21:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 22:00 | 일 10:00 - 21:00,031-419-0071,,37.30967712,126.8699036
은아약국,경기도 안산시 상록구 상록수로 16 (본오동),월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 정보없음 | 일 정보없음,031-419-3112,,37.30237961,126.8615799
새천년건강약국,경기 안산시 상록구 도매시장로 41 장현빌딩,수 09:00 - 13:00 | 목 09:00 - 20:00 | 13:00 - 14:00 휴게시간 | 금 09:00 - 20:00 | 13:00 - 14:00 휴게시간 | 토 09:00 - 19:00 | 14:30 - 15:00 휴게시간 | 일 정기휴무 (매주 일요일) | 월 09:00 - 20:00 | 13:00 - 14:00 휴게시간 | 화 09:00 - 20:00 | 13:00 - 14:00 휴게시간,031-419-5516,,37.31051254,126.8595047
동남약국,경기도 안산시 상록구 샘골로 147 (본오동),월(9/16) 추석 연휴09:00 - 20:00 | 화(9/17) 추석09:00 - 20:00 | 수(9/18) 추석 연휴09:00 - 20:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 20:00 | 일 정보없음,031-419-7575,,37.29698944,126.8628464
평촌온누리약국,경기도 안양시 동안구 흥안대로434번길 19-21 (평촌동),월(9/16) 추석 연휴09:00 - 21:00 | 화(9/17) 추석09:00 - 21:00 | 수(9/18) 추석 연휴09:00 - 21:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 21:00 | 일 정보없음,031-421-5918,,37.39352417,126.9763412
성애약국,경기도 안양시 동안구 흥안대로517번길 34 (관양동),월(9/16) 추석 연휴09:00 - 23:00 | 화(9/17) 추석09:00 - 23:00 | 수(9/18) 추석 연휴09:00 - 23:00 | 목 09:00 - 23:00 | 금 09:00 - 23:00 | 토 09:00 - 23:00 | 일 정보없음,031-422-0927,,37.40005875,126.9745483
행복한약국,경기 의왕시 갈미2로 40 캠퍼스프라자,월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 15:00 | 일 정보없음,031-422-2540,,37.3794632,126.9714127
늘벗온누리약국,경기도 안양시 동안구 관평로 319 (관양동),"월 09:00 - 18:00 | 화 09:00 - 18:00 | 수 09:00 - 18:00 | 목 09:00 - 18:00 | 금 09:00 - 18:00 | 토 09:00 - 13:00 | 일(9/15) 정기휴무 (매달 2, 3, 5번째 일요일)",031-422-6873,,37.40519333,126.957428
온누리 목화약국,경기도 의왕시 안양판교로 62 (포일동),,031-424-1044,,37.39749527,126.9815369
성모프라자약국,경기도 의왕시 계원대학로 7 (내손동),월 10:00 - 22:00 | 화 10:00 - 22:00 | 수 10:00 - 22:00 | 목 10:00 - 22:00 | 금 10:00 - 22:00 | 토 10:00 - 22:00 | 일 10:00 - 22:00,031-425-4774,,37.38054276,126.9728699
자명약국,경기도 안양시 동안구 흥안대로 510 (관양동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 20:00 | 일 정기휴무 (매주 일요일),031-425-5432,,37.39935684,126.9774475
보성약국,경기도 의왕시 포일로 81 (포일동),월(9/16) 추석 연휴09:00 - 22:00 | 화(9/17) 추석09:00 - 22:00 | 수(9/18) 추석 연휴09:00 - 22:00 | 목 09:00 - 22:00 | 금 09:00 - 22:00 | 토 09:00 - 22:00 | 일 09:00 - 21:00,031-425-6343,,37.3915329,126.981369
우성메디칼약국,경기 의왕시 계원대학로 20 우성메디칼센타,월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 정보없음,031-426-0289,,37.37919998,126.9736938
대웅약국,경기도 의왕시 모락로 16 (오전동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 18:00 | 일 정기휴무 (매주 일요일),031-429-7582,,37.359478,126.9670715
녹십자약국,경기도 안산시 상록구 건건1길 38 (건건동),월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 정기휴무 (매주 일요일),031-437-8174,,37.30379486,126.9017334
초지라성약국,경기도 안산시 단원구 초지로 100 (초지동),매일 09:00 - 21:00 ,031-439-6724,,37.30775452,126.8152237
명진약국,경기도 안양시 만안구 안양로 147 (안양동),월 08:00 - 21:30 | 화 08:00 - 21:30 | 수 08:00 - 21:30 | 목 08:00 - 21:30 | 금 08:00 - 21:30 | 토 08:00 - 21:00 | 일 정보없음,031-441-4656,,37.38740921,126.9305573
리본약국,경기도 안양시 만안구 안양로 316 (안양동),월 09:00 - 20:00 | 화 09:00 - 20:00 | 수 09:00 - 20:00 | 목 09:00 - 20:00 | 금 09:00 - 20:00 | 토 09:00 - 17:00 | 일 정보없음,031-441-7162,,37.40053177,126.9206009
영진약국,"경기도 안양시 만안구 문예로 50 (안양동, 한림시티빌아파트)",월 09:00 - 21:00 | 화 09:00 - 21:00 | 수 09:00 - 21:00 | 목 09:00 - 21:00 | 금 09:00 - 21:00 | 토 09:00 - 21:00 | 일 정기휴무 (매주 일요일),031-442-6712,,37.38602066,126.9331665
한결약국,경북 포항시 남구 중흥로 88,수 09:00 - 18:30 | 목 09:00 - 19:30 | 금 09:00 - 19:30 | 토 09:00 - 14:30 | 일 정기휴무 (매주 일요일) | 월 09:00 - 19:30 | 화 09:00 - 19:30,054-615-0525,,36.0129776,129.3507233
